country,year,organism,antibiotic,resistant_percent,isolates_tested,source_file
Austria,2013,Acinetobacter species,aminoglycosides,9.8,51.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Austria,2014,Acinetobacter species,aminoglycosides,8.860759999999999,79.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Austria,2015,Acinetobacter species,aminoglycosides,6.3,63.0,"European/2015/Acinetobacter, Tables 3-21 to 3-25.xlsx [Table 3.22]"
Belgium,2015,Acinetobacter species,aminoglycosides,0.0,15.0,"European/2015/Acinetobacter, Tables 3-21 to 3-25.xlsx [Table 3.22]"
Bulgaria,2012,Acinetobacter species,aminoglycosides,58.5,65.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Bulgaria,2013,Acinetobacter species,aminoglycosides,58.2,91.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Bulgaria,2014,Acinetobacter species,aminoglycosides,63.63636,99.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Bulgaria,2015,Acinetobacter species,aminoglycosides,74.1,116.0,"European/2015/Acinetobacter, Tables 3-21 to 3-25.xlsx [Table 3.22]"
Croatia,2013,Acinetobacter species,aminoglycosides,92.1,114.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Croatia,2014,Acinetobacter species,aminoglycosides,88.02395,167.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Croatia,2015,Acinetobacter species,aminoglycosides,88.3,197.0,"European/2015/Acinetobacter, Tables 3-21 to 3-25.xlsx [Table 3.22]"
Cyprus,2012,Acinetobacter species,aminoglycosides,52.2,23.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Cyprus,2013,Acinetobacter species,aminoglycosides,60.6,33.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Cyprus,2014,Acinetobacter species,aminoglycosides,73.68421000000001,57.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Cyprus,2015,Acinetobacter species,aminoglycosides,74.6,59.0,"European/2015/Acinetobacter, Tables 3-21 to 3-25.xlsx [Table 3.22]"
Czech Republic,2013,Acinetobacter species,aminoglycosides,16.5,91.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Czech Republic,2014,Acinetobacter species,aminoglycosides,10.16949,59.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Czech Republic,2015,Acinetobacter species,aminoglycosides,15.0,60.0,"European/2015/Acinetobacter, Tables 3-21 to 3-25.xlsx [Table 3.22]"
Denmark,2012,Acinetobacter species,aminoglycosides,10.4,77.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Denmark,2013,Acinetobacter species,aminoglycosides,1.3,75.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Denmark,2014,Acinetobacter species,aminoglycosides,1.6666699999999999,60.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Denmark,2015,Acinetobacter species,aminoglycosides,4.8,63.0,"European/2015/Acinetobacter, Tables 3-21 to 3-25.xlsx [Table 3.22]"
Finland,2013,Acinetobacter species,aminoglycosides,0.0,36.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Finland,2014,Acinetobacter species,aminoglycosides,3.2258099999999996,31.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Finland,2015,Acinetobacter species,aminoglycosides,2.4,42.0,"European/2015/Acinetobacter, Tables 3-21 to 3-25.xlsx [Table 3.22]"
France,2012,Acinetobacter species,aminoglycosides,12.9,278.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
France,2013,Acinetobacter species,aminoglycosides,11.5,409.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
France,2014,Acinetobacter species,aminoglycosides,8.55746,409.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
France,2015,Acinetobacter species,aminoglycosides,11.1,431.0,"European/2015/Acinetobacter, Tables 3-21 to 3-25.xlsx [Table 3.22]"
Germany,2012,Acinetobacter species,aminoglycosides,5.9,119.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Germany,2013,Acinetobacter species,aminoglycosides,6.4,173.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Germany,2014,Acinetobacter species,aminoglycosides,4.06091,197.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Germany,2015,Acinetobacter species,aminoglycosides,5.5,328.0,"European/2015/Acinetobacter, Tables 3-21 to 3-25.xlsx [Table 3.22]"
Greece,2012,Acinetobacter species,aminoglycosides,78.1,1234.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Greece,2013,Acinetobacter species,aminoglycosides,88.5,814.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Greece,2014,Acinetobacter species,aminoglycosides,88.6392,801.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Greece,2015,Acinetobacter species,aminoglycosides,83.7,945.0,"European/2015/Acinetobacter, Tables 3-21 to 3-25.xlsx [Table 3.22]"
Hungary,2012,Acinetobacter species,aminoglycosides,68.8,407.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Hungary,2013,Acinetobacter species,aminoglycosides,69.5,475.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Hungary,2014,Acinetobacter species,aminoglycosides,63.51351,444.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Hungary,2015,Acinetobacter species,aminoglycosides,60.6,465.0,"European/2015/Acinetobacter, Tables 3-21 to 3-25.xlsx [Table 3.22]"
Ireland,2013,Acinetobacter species,aminoglycosides,1.1,88.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Ireland,2014,Acinetobacter species,aminoglycosides,2.24719,89.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Ireland,2015,Acinetobacter species,aminoglycosides,3.8,80.0,"European/2015/Acinetobacter, Tables 3-21 to 3-25.xlsx [Table 3.22]"
Italy,2012,Acinetobacter species,aminoglycosides,83.3,234.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Italy,2013,Acinetobacter species,aminoglycosides,82.9,468.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Italy,2014,Acinetobacter species,aminoglycosides,89.08686,449.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Italy,2015,Acinetobacter species,aminoglycosides,74.7,656.0,"European/2015/Acinetobacter, Tables 3-21 to 3-25.xlsx [Table 3.22]"
Latvia,2014,Acinetobacter species,aminoglycosides,75.0,52.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Latvia,2015,Acinetobacter species,aminoglycosides,59.0,61.0,"European/2015/Acinetobacter, Tables 3-21 to 3-25.xlsx [Table 3.22]"
Lithuania,2014,Acinetobacter species,aminoglycosides,86.36364,66.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Lithuania,2015,Acinetobacter species,aminoglycosides,90.4,73.0,"European/2015/Acinetobacter, Tables 3-21 to 3-25.xlsx [Table 3.22]"
Malta,2014,Acinetobacter species,aminoglycosides,30.0,10.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Malta,2015,Acinetobacter species,aminoglycosides,13.3,15.0,"European/2015/Acinetobacter, Tables 3-21 to 3-25.xlsx [Table 3.22]"
Netherlands,2012,Acinetobacter species,aminoglycosides,1.7,59.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Netherlands,2013,Acinetobacter species,aminoglycosides,4.5,67.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Netherlands,2014,Acinetobacter species,aminoglycosides,5.47945,73.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Netherlands,2015,Acinetobacter species,aminoglycosides,10.8,74.0,"European/2015/Acinetobacter, Tables 3-21 to 3-25.xlsx [Table 3.22]"
Norway,2012,Acinetobacter species,aminoglycosides,4.0,25.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Norway,2013,Acinetobacter species,aminoglycosides,2.8,36.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Norway,2014,Acinetobacter species,aminoglycosides,3.0303,33.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Norway,2015,Acinetobacter species,aminoglycosides,9.4,32.0,"European/2015/Acinetobacter, Tables 3-21 to 3-25.xlsx [Table 3.22]"
Poland,2012,Acinetobacter species,aminoglycosides,63.4,205.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Poland,2013,Acinetobacter species,aminoglycosides,73.8,191.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Poland,2014,Acinetobacter species,aminoglycosides,58.5,188.0,"European/2015/Acinetobacter, Tables 3-21 to 3-25.xlsx [Table 3.22]"
Poland,2015,Acinetobacter species,aminoglycosides,70.2,245.0,"European/2015/Acinetobacter, Tables 3-21 to 3-25.xlsx [Table 3.22]"
Portugal,2012,Acinetobacter species,aminoglycosides,65.1,169.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Portugal,2013,Acinetobacter species,aminoglycosides,56.3,231.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Portugal,2014,Acinetobacter species,aminoglycosides,42.26415,265.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Portugal,2015,Acinetobacter species,aminoglycosides,46.5,310.0,"European/2015/Acinetobacter, Tables 3-21 to 3-25.xlsx [Table 3.22]"
Romania,2012,Acinetobacter species,aminoglycosides,57.4,54.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Romania,2013,Acinetobacter species,aminoglycosides,80.3,137.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Romania,2014,Acinetobacter species,aminoglycosides,77.86885,122.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Romania,2015,Acinetobacter species,aminoglycosides,80.9,188.0,"European/2015/Acinetobacter, Tables 3-21 to 3-25.xlsx [Table 3.22]"
Slovakia,2013,Acinetobacter species,aminoglycosides,50.0,188.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Slovakia,2014,Acinetobacter species,aminoglycosides,41.520469999999996,171.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Slovakia,2015,Acinetobacter species,aminoglycosides,42.9,154.0,"European/2015/Acinetobacter, Tables 3-21 to 3-25.xlsx [Table 3.22]"
Slovenia,2012,Acinetobacter species,aminoglycosides,20.0,25.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Slovenia,2013,Acinetobacter species,aminoglycosides,20.0,25.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Slovenia,2014,Acinetobacter species,aminoglycosides,38.23529,34.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Slovenia,2015,Acinetobacter species,aminoglycosides,41.9,31.0,"European/2015/Acinetobacter, Tables 3-21 to 3-25.xlsx [Table 3.22]"
Spain,2013,Acinetobacter species,aminoglycosides,68.4,77.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Spain,2014,Acinetobacter species,aminoglycosides,60.0,80.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Spain,2015,Acinetobacter species,aminoglycosides,49.0,96.0,"European/2015/Acinetobacter, Tables 3-21 to 3-25.xlsx [Table 3.22]"
Sweden,2013,Acinetobacter species,aminoglycosides,8.1,74.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Sweden,2014,Acinetobacter species,aminoglycosides,2.77778,36.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
Sweden,2015,Acinetobacter species,aminoglycosides,3.8,26.0,"European/2015/Acinetobacter, Tables 3-21 to 3-25.xlsx [Table 3.22]"
United Kingdom,2012,Acinetobacter species,aminoglycosides,2.8,108.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
United Kingdom,2013,Acinetobacter species,aminoglycosides,2.5,163.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
United Kingdom,2014,Acinetobacter species,aminoglycosides,10.07752,129.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-aminoglycosides-2012-2014.xlsx
United Kingdom,2015,Acinetobacter species,aminoglycosides,2.0,153.0,"European/2015/Acinetobacter, Tables 3-21 to 3-25.xlsx [Table 3.22]"
Austria,2013,Acinetobacter species,carbapenems,7.8,51.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-carbapenems-2012-2014.xlsx
Austria,2014,Acinetobacter species,carbapenems,6.410259999999999,78.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-carbapenems-2012-2014.xlsx
Austria,2015,Acinetobacter species,carbapenems,9.4,64.0,"European/2015/Acinetobacter, Tables 3-21 to 3-25.xlsx [Table 3.23]"
Belgium,2015,Acinetobacter species,carbapenems,0.0,24.0,"European/2015/Acinetobacter, Tables 3-21 to 3-25.xlsx [Table 3.23]"
Bulgaria,2012,Acinetobacter species,carbapenems,60.3,58.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-carbapenems-2012-2014.xlsx
Bulgaria,2013,Acinetobacter species,carbapenems,59.6,89.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-carbapenems-2012-2014.xlsx
Bulgaria,2014,Acinetobacter species,carbapenems,59.090909999999994,110.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-carbapenems-2012-2014.xlsx
Bulgaria,2015,Acinetobacter species,carbapenems,73.8,130.0,"European/2015/Acinetobacter, Tables 3-21 to 3-25.xlsx [Table 3.23]"
Croatia,2013,Acinetobacter species,carbapenems,89.5,114.0,European/2014/Acinetobacter/number-acinetobacter-isolates-and-percentage-resistant-carbapenems-2012-2014.xlsx
